date	phot_tot	phos_storm	QGW_slide	QGW_locmin
02/28/1993	    3.69	    3.69	    3.66	    3.69
03/01/1993	    4.67	    3.69	    3.69	    4.67
03/02/1993	   11.65	    3.69	    4.67	   11.65
03/03/1993	   44.99	   44.99	   11.65	   44.99
03/04/1993	  957.62	   44.99	   44.99	  281.96
03/05/1993	  458.90	   44.99	  458.90	  458.90
03/06/1993	  490.00	  490.00	  458.90	  290.35
03/07/1993	 1128.37	  490.00	  490.00	  183.71
03/08/1993	  756.19	  490.00	  310.00	  116.23
03/09/1993	  310.00	   34.42	   79.45	   73.54
03/10/1993	   79.45	   34.42	   34.42	   46.53
03/11/1993	   34.42	   34.42	   12.22	   29.44
03/12/1993	   12.22	    7.46	    8.73	   12.22
03/13/1993	    8.73	    7.46	    7.46	    8.73
03/14/1993	    7.46	    7.46	    7.46	    7.46
03/15/1993	   36.92	   36.92	    7.46	    9.74
03/16/1993	  890.95	   36.92	   36.92	   12.73
03/17/1993	   92.00	   36.92	   63.00	   16.63
03/18/1993	   63.00	   28.40	   28.40	   21.73
03/19/1993	   28.40	   28.40	   28.40	   28.40
03/20/1993	   35.93	   28.40	   28.40	   27.89
03/21/1993	   35.93	   26.42	   28.75	   27.39
03/22/1993	   28.75	   26.42	   26.42	   26.90
03/23/1993	   26.42	   26.42	   26.42	   26.42
03/24/1993	   34.96	   34.96	   26.42	   34.96
03/25/1993	 2435.77	   34.96	   34.96	   63.11
03/26/1993	 1803.30	   34.96	 1386.46	   97.53
03/27/1993	 1386.46	  360.00	  594.50	  150.73
03/28/1993	  594.50	  360.00	  360.00	  232.94
03/29/1993	  360.00	  360.00	  360.00	  360.00
03/30/1993	 4950.55	  134.49	  360.00	  277.45
03/31/1993	 1822.77	  134.49	  134.49	  213.82
04/01/1993	  134.49	  134.49	   82.12	  134.49
04/02/1993	   82.12	   57.94	   68.90	   82.12
04/03/1993	   68.90	   57.94	   57.94	   68.90
04/04/1993	   57.94	   57.94	   51.56	   57.94
04/05/1993	   51.56	   34.53	   37.29	   51.56
04/06/1993	   37.29	   34.53	   34.53	   37.29
04/07/1993	   34.53	   34.53	   34.53	   34.53
04/08/1993	  103.00	   29.64	   34.53	   32.82
04/09/1993	   43.13	   29.64	   29.64	   31.19
04/10/1993	   29.64	   29.64	   29.64	   29.64
04/11/1993	   32.65	   20.19	   24.53	   26.08
04/12/1993	   24.53	   20.19	   20.19	   22.94
04/13/1993	   20.19	   20.19	   20.19	   20.19
04/14/1993	   22.51	   22.51	   20.19	   20.79
04/15/1993	  114.00	   22.51	   22.51	   21.41
04/16/1993	  126.00	   22.51	   92.00	   22.05
04/17/1993	   92.00	   23.39	   23.39	   22.71
04/18/1993	   23.39	   23.39	   23.39	   23.39
04/19/1993	   30.08	   23.39	   23.39	   21.04
04/20/1993	   54.31	   19.71	   25.64	   18.91
04/21/1993	   25.64	   19.71	   19.71	   17.01
04/22/1993	   19.71	   19.71	   16.19	   15.29
04/23/1993	   16.19	   12.05	   14.32	   13.75
04/24/1993	   14.32	   12.05	   12.05	   12.36
04/25/1993	   12.05	   12.05	   10.00	   11.12
04/26/1993	   10.00	   10.00	   10.00	   10.00
04/27/1993	   11.18	   10.00	   10.00	    9.79
04/28/1993	   12.42	   10.00	   10.68	    9.58
04/29/1993	   10.68	    9.19	    9.19	    9.39
04/30/1993	    9.19	    9.19	    9.19	    9.19
05/01/1993	   20.43	    9.19	    9.19	   13.37
05/02/1993	  353.95	  214.19	   20.43	   19.44
05/03/1993	 1266.97	  214.19	  214.19	   28.26
05/04/1993	  214.19	  214.19	  132.73	   41.10
05/05/1993	  132.73	   86.92	   86.92	   59.77
05/06/1993	   86.92	   86.92	   86.92	   86.92
05/07/1993	   88.87	   86.92	   65.26	   73.64
05/08/1993	   65.26	   39.54	   47.39	   62.38
05/09/1993	   47.39	   39.54	   39.54	   47.39
05/10/1993	   39.54	   39.54	   32.74	   39.54
05/11/1993	   32.74	   19.17	   23.05	   32.74
05/12/1993	   23.05	   19.17	   19.17	   23.05
05/13/1993	   19.17	   19.17	   18.59	   19.17
05/14/1993	   18.59	   14.96	   17.27	   18.59
05/15/1993	   17.27	   14.96	   14.96	   17.27
05/16/1993	   14.96	   14.96	   14.02	   14.96
05/17/1993	   14.02	   13.52	   14.02	   14.02
05/18/1993	   15.16	   13.52	   13.52	   13.38
05/19/1993	   13.52	   13.52	   12.46	   12.77
05/20/1993	   12.46	   11.64	   11.64	   12.19
05/21/1993	   11.64	   11.64	   11.64	   11.64
05/22/1993	   11.94	   11.64	   11.64	   11.39
05/23/1993	   17.87	   11.83	   11.94	   11.16
05/24/1993	   17.37	   11.83	   11.83	   10.92
05/25/1993	   11.83	   11.83	   10.47	   10.69
05/26/1993	   10.47	   10.47	   10.47	   10.47
05/27/1993	   12.80	   10.47	   10.47	   10.53
05/28/1993	   11.71	   10.47	   10.65	   10.59
05/29/1993	   10.65	   10.65	   10.65	   10.65
05/30/1993	   16.28	   10.65	   10.65	   10.52
05/31/1993	   13.48	   10.65	   10.28	   10.40
06/01/1993	   10.28	   10.28	   10.28	   10.28
06/02/1993	   13.67	   10.28	   10.28	   10.30
06/03/1993	   16.42	   10.28	   12.44	   10.32
06/04/1993	   12.44	   10.37	   11.89	   10.34
06/05/1993	   11.89	   10.37	   10.37	   10.36
06/06/1993	   10.37	   10.37	   10.37	   10.37
06/07/1993	  197.13	   42.15	   10.37	   10.48
06/08/1993	  151.96	   42.15	   42.15	   10.58
06/09/1993	   42.15	   42.15	   25.46	   10.68
06/10/1993	   25.46	   11.00	   16.30	   10.79
06/11/1993	   16.30	   11.00	   11.00	   10.89
06/12/1993	   11.00	   11.00	   11.00	   11.00
06/13/1993	   23.47	   23.47	   11.00	   15.01
06/14/1993	   99.79	   23.47	   23.47	   20.49
06/15/1993	   27.97	   23.47	   27.97	   27.97
06/16/1993	   33.31	   33.31	   27.97	   26.12
06/17/1993	  141.70	   33.31	   33.31	   24.38
06/18/1993	  634.71	   33.31	   51.25	   22.77
06/19/1993	   51.25	   28.24	   41.19	   21.26
06/20/1993	   41.19	   28.24	   28.24	   19.85
06/21/1993	   28.24	   28.24	   20.28	   18.53
06/22/1993	   20.28	   15.08	   15.98	   17.30
06/23/1993	   15.98	   15.08	   15.08	   15.98
06/24/1993	   15.08	   15.08	   15.08	   15.08
06/25/1993	   15.92	    8.98	   10.89	   12.69
06/26/1993	   10.89	    8.98	    8.98	   10.67
06/27/1993	    8.98	    8.98	    8.98	    8.98
06/28/1993	   83.54	   39.05	    8.98	   18.73
06/29/1993	   39.05	   39.05	   39.05	   39.05
06/30/1993	 1556.26	   39.05	   39.05	   47.83
07/01/1993	   78.43	   71.73	   71.73	   58.57
07/02/1993	   71.73	   71.73	   71.73	   71.73
07/03/1993	   73.82	   71.73	   71.73	   73.82
07/04/1993	   75.34	   75.34	   73.82	   75.34
07/05/1993	  466.67	   75.34	   75.34	  111.84
07/06/1993	  263.68	   75.34	  150.39	  129.69
07/07/1993	  150.39	  150.39	  150.39	  150.39
07/08/1993	  188.36	  150.39	  150.39	  132.03
07/09/1993	 2980.53	  150.39	  188.36	  115.91
07/10/1993	 1880.00	   94.31	  956.00	  101.75
07/11/1993	  956.00	   94.31	   94.31	   89.33
07/12/1993	   94.31	   94.31	   76.79	   78.42
07/13/1993	   76.79	   53.04	   65.77	   68.84
07/14/1993	   65.77	   53.04	   53.04	   60.44
07/15/1993	   53.04	   53.04	   46.58	   53.04
07/16/1993	   46.58	   46.58	   46.58	   46.58
07/17/1993	  523.27	   46.58	   46.58	   44.69
07/18/1993	   87.45	   46.58	   50.78	   42.88
07/19/1993	   50.78	   37.56	   40.34	   41.15
07/20/1993	   40.34	   37.56	   37.56	   39.48
07/21/1993	   37.56	   37.56	   34.72	   37.56
07/22/1993	   34.72	   33.47	   33.94	   34.72
07/23/1993	   33.94	   33.47	   33.47	   33.94
07/24/1993	   33.47	   33.47	   33.47	   33.47
07/25/1993	   39.79	   30.60	   30.60	   32.00
07/26/1993	   30.60	   30.60	   30.60	   30.60
07/27/1993	   32.18	   30.60	   30.60	   29.33
07/28/1993	   33.72	   25.82	   27.70	   28.11
07/29/1993	   27.70	   25.82	   25.82	   26.94
07/30/1993	   25.82	   25.82	   25.82	   25.82
07/31/1993	   80.00	   24.96	   25.82	   24.87
08/01/1993	   70.00	   24.96	   24.96	   23.95
08/02/1993	   24.96	   24.96	   23.19	   23.07
08/03/1993	   23.19	   20.60	   21.28	   22.21
08/04/1993	   21.28	   20.60	   20.60	   21.28
08/05/1993	   20.60	   20.60	   20.60	   20.60
08/06/1993	   22.37	   19.33	   20.16	   20.17
08/07/1993	   20.16	   19.33	   19.33	   19.74
08/08/1993	   19.33	   19.33	   19.33	   19.33
08/09/1993	   33.00	   17.86	   19.33	   18.76
08/10/1993	   39.00	   17.86	   17.86	   18.22
08/11/1993	   17.86	   17.86	   16.91	   17.69
08/12/1993	   16.91	   16.68	   16.68	   16.91
08/13/1993	   16.68	   16.68	   16.68	   16.68
08/14/1993	   54.28	   16.68	   16.68	   18.30
08/15/1993	  391.78	   24.21	   54.03	   20.09
08/16/1993	   54.03	   24.21	   24.21	   22.05
08/17/1993	   24.21	   24.21	   24.21	   24.21
08/18/1993	  143.12	   32.64	   24.21	   24.70
08/19/1993	   78.04	   32.64	   32.64	   25.20
08/20/1993	   32.64	   32.64	   28.11	   25.71
08/21/1993	   28.11	   26.76	   26.76	   26.23
08/22/1993	   26.76	   26.76	   26.76	   26.76
08/23/1993	   61.00	   26.76	   25.63	   24.97
08/24/1993	   25.63	   19.89	   21.47	   23.30
08/25/1993	   21.47	   19.89	   19.89	   21.47
08/26/1993	   19.89	   19.89	   18.93	   19.89
08/27/1993	   18.93	   17.66	   17.66	   18.92
08/28/1993	   17.66	   17.66	   17.66	   17.66
08/29/1993	   70.00	   17.66	   17.66	   16.82
08/30/1993	   24.25	   16.82	   19.23	   16.03
08/31/1993	   19.23	   16.82	   16.82	   15.28
09/01/1993	   16.82	   16.82	   14.38	   14.56
09/02/1993	   14.38	   12.79	   13.98	   13.87
09/03/1993	   13.98	   12.79	   12.79	   13.22
09/04/1993	   12.79	   12.79	   11.60	   12.59
09/05/1993	   11.60	   10.20	   11.02	   11.60
09/06/1993	   11.02	   10.20	   10.20	   11.02
09/07/1993	   10.20	   10.20	   10.15	   10.20
09/08/1993	   10.15	    9.41	    9.75	   10.15
09/09/1993	    9.75	    9.41	    9.41	    9.75
09/10/1993	    9.41	    9.41	    8.98	    9.41
09/11/1993	    8.98	    8.98	    8.98	    8.98
09/12/1993	    9.12	    8.98	    8.98	    8.72
09/13/1993	   10.44	    8.98	    9.12	    8.46
09/14/1993	   11.62	    7.60	    8.71	    8.21
09/15/1993	    8.71	    7.60	    7.60	    7.97
09/16/1993	    7.60	    7.60	    7.52	    7.60
09/17/1993	    7.52	    7.07	    7.32	    7.51
09/18/1993	    7.32	    7.07	    7.07	    7.28
09/19/1993	    7.07	    7.07	    7.07	    7.07
09/20/1993	    7.98	    7.45	    7.07	    6.93
09/21/1993	    8.09	    7.45	    7.45	    6.79
09/22/1993	    7.45	    7.45	    6.79	    6.65
09/23/1993	    6.79	    6.38	    6.38	    6.52
09/24/1993	    6.38	    6.38	    6.38	    6.38
09/25/1993	    6.72	    6.38	    6.38	    6.23
09/26/1993	    7.57	    6.41	    6.72	    6.08
09/27/1993	    6.98	    6.41	    6.41	    5.93
09/28/1993	    6.41	    6.41	    5.97	    5.79
09/29/1993	    5.97	    5.51	    5.72	    5.65
09/30/1993	    5.72	    5.51	    5.51	    5.51
10/01/1993	    5.51	    5.51	    5.34	    5.38
10/02/1993	    5.34	    5.12	    5.12	    5.25
10/03/1993	    5.12	    5.12	    5.12	    5.12
10/04/1993	    5.30	    5.12	    5.12	    5.21
10/05/1993	    5.30	    5.30	    5.30	    5.30
10/06/1993	    7.70	    5.30	    5.30	    5.64
10/07/1993	    7.90	    5.30	    6.40	    6.01
10/08/1993	    6.40	    5.68	    6.40	    6.40
10/09/1993	   13.00	    5.68	    5.68	    6.06
10/10/1993	    5.68	    5.68	    5.25	    5.68
10/11/1993	    5.25	    4.63	    4.93	    5.25
10/12/1993	    4.93	    4.63	    4.63	    4.93
10/13/1993	    4.63	    4.63	    4.45	    4.63
10/14/1993	    4.45	    4.39	    4.39	    4.45
10/15/1993	    4.39	    4.39	    4.39	    4.39
10/16/1993	    4.64	    4.39	    3.87	    4.19
10/17/1993	    3.87	    3.49	    3.63	    3.87
10/18/1993	    3.63	    3.49	    3.49	    3.63
10/19/1993	    3.49	    3.49	    3.36	    3.49
10/20/1993	    3.36	    2.86	    3.23	    3.36
10/21/1993	    3.23	    2.86	    2.86	    3.23
10/22/1993	    2.86	    2.86	    2.83	    2.86
10/23/1993	    2.83	    2.68	    2.73	    2.83
10/24/1993	    2.73	    2.68	    2.68	    2.73
10/25/1993	    2.68	    2.68	    2.63	    2.68
10/26/1993	    2.63	    2.52	    2.52	    2.63
10/27/1993	    2.52	    2.52	    2.52	    2.52
10/28/1993	    2.69	    2.52	    2.43	    2.44
10/29/1993	    2.43	    2.26	    2.32	    2.37
10/30/1993	    2.32	    2.26	    2.26	    2.30
10/31/1993	    2.26	    2.26	    2.19	    2.23
11/01/1993	    2.19	    2.10	    2.10	    2.16
11/02/1993	    2.10	    2.10	    2.10	    2.10
11/03/1993	    2.13	    2.10	    2.10	    2.10
11/04/1993	    2.19	    2.12	    2.13	    2.11
11/05/1993	    2.18	    2.12	    2.12	    2.12
11/06/1993	    2.12	    2.12	    2.12	    2.12
11/07/1993	    2.13	    2.06	    2.08	    2.10
11/08/1993	    2.08	    2.06	    2.06	    2.07
11/09/1993	    2.06	    2.06	    2.02	    2.05
11/10/1993	    2.02	    2.02	    2.02	    2.02
11/11/1993	    2.04	    2.02	    2.02	    2.04
11/12/1993	    2.13	    2.02	    2.04	    2.07
11/13/1993	    5.60	    2.18	    2.13	    2.10
11/14/1993	    3.20	    2.18	    2.18	    2.13
11/15/1993	    2.18	    2.18	    2.18	    2.15
11/16/1993	    2.18	    2.18	    2.18	    2.18
11/17/1993	    2.18	    2.18	    2.18	    2.18
11/18/1993	    2.19	    2.18	    2.18	    2.15
11/19/1993	    2.27	    2.08	    2.19	    2.13
11/20/1993	    2.22	    2.08	    2.08	    2.11
11/21/1993	    2.08	    2.08	    2.08	    2.08
11/22/1993	    2.08	    1.99	    2.06	    2.05
11/23/1993	    2.06	    1.99	    1.99	    2.02
11/24/1993	    1.99	    1.99	    1.99	    1.99
11/25/1993	    2.18	    2.18	    1.99	    1.97
11/26/1993	    3.50	    2.18	    2.18	    1.96
11/27/1993	    4.80	    2.18	    2.09	    1.94
11/28/1993	    2.09	    1.94	    2.01	    1.93
11/29/1993	    2.01	    1.94	    1.94	    1.91
11/30/1993	    1.94	    1.94	    1.88	    1.90
12/01/1993	    1.88	    1.88	    1.88	    1.88
12/02/1993	    1.89	    1.88	    1.88	    1.89
12/03/1993	    1.95	    1.88	    1.89	    1.92
12/04/1993	    1.95	    1.95	    1.95	    1.95
12/05/1993	    2.09	    1.95	    1.95	    1.97
12/06/1993	    2.17	    1.95	    2.05	    1.99
12/07/1993	    2.05	    2.04	    2.04	    2.02
12/08/1993	    2.04	    2.04	    2.04	    2.04
12/09/1993	    2.05	    2.04	    2.04	    2.03
12/10/1993	    2.06	    2.02	    2.02	    2.03
12/11/1993	    2.02	    2.02	    2.02	    2.02
12/12/1993	    2.03	    2.02	    2.02	    2.02
12/13/1993	    2.11	    2.11	    2.03	    2.03
12/14/1993	    2.20	    2.11	    2.11	    2.03
12/15/1993	    2.21	    2.11	    2.20	    2.03
12/16/1993	    2.22	    2.22	    2.21	    2.04
12/17/1993	    2.28	    2.22	    2.22	    2.04
12/18/1993	    2.34	    2.22	    2.28	    2.05
12/19/1993	    2.35	    2.26	    2.32	    2.05
12/20/1993	    2.32	    2.26	    2.26	    2.05
12/21/1993	    2.26	    2.26	    2.06	    2.06
12/22/1993	    2.06	    2.01	    2.06	    2.06
12/23/1993	    2.07	    2.01	    2.01	    2.02
12/24/1993	    2.01	    2.01	    1.95	    1.98
12/25/1993	    1.95	    1.95	    1.95	    1.95
12/26/1993	    1.95	    1.95	    1.95	    1.91
12/27/1993	    1.96	    1.95	    1.83	    1.87
12/28/1993	    1.83	    1.83	    1.83	    1.83
12/29/1993	    1.84	    1.83	    1.83	    1.84
12/30/1993	    1.85	    1.83	    1.84	    1.85
12/31/1993	    1.93	    1.93	    1.85	    1.93
01/01/1994	    2.09	    1.93	    1.93	    1.96
01/02/1994	    2.10	    1.93	    2.03	    2.00
01/03/1994	    2.03	    2.00	    2.03	    2.03
01/04/1994	    2.04	    2.00	    2.00	    2.01
01/05/1994	    2.00	    2.00	    1.95	    1.98
01/06/1994	    1.95	    1.95	    1.95	    1.95
01/07/1994	    1.99	    1.95	    1.95	    1.96
01/08/1994	    2.02	    1.95	    1.99	    1.96
01/09/1994	    2.13	    2.13	    2.02	    1.97
01/10/1994	    2.25	    2.13	    2.13	    1.97
01/11/1994	    2.37	    2.13	    2.25	    1.97
01/12/1994	    2.33	    2.14	    2.19	    1.98
01/13/1994	    2.19	    2.14	    2.14	    1.98
01/14/1994	    2.14	    2.14	    1.99	    1.99
01/15/1994	    1.99	    1.99	    1.99	    1.99
01/16/1994	    2.02	    1.99	    1.99	    1.99
01/17/1994	    2.01	    1.99	    1.99	    1.99
01/18/1994	    1.99	    1.99	    1.99	    1.99
01/19/1994	    2.03	    1.99	    1.99	    1.99
01/20/1994	    2.06	    1.99	    2.03	    1.99
01/21/1994	    2.09	    2.09	    2.06	    1.99
01/22/1994	    2.23	    2.09	    2.09	    1.99
01/23/1994	    2.37	    2.09	    2.23	    1.99
01/24/1994	    2.46	    2.46	    2.37	    1.99
01/25/1994	    2.55	    2.46	    2.46	    1.99
01/26/1994	    2.59	    2.46	    2.55	    1.99
01/27/1994	    2.58	    2.39	    2.51	    1.99
01/28/1994	    2.51	    2.39	    2.39	    1.99
01/29/1994	    2.39	    2.39	    2.33	    1.99
01/30/1994	    2.33	    2.25	    2.26	    1.98
01/31/1994	    2.26	    2.25	    2.25	    1.98
02/01/1994	    2.25	    2.25	    2.24	    1.98
02/02/1994	    2.24	    2.21	    2.23	    1.98
02/03/1994	    2.23	    2.21	    2.21	    1.98
02/04/1994	    2.21	    2.21	    2.20	    1.98
02/05/1994	    2.20	    2.13	    2.19	    1.98
02/06/1994	    2.19	    2.13	    2.13	    1.98
02/07/1994	    2.13	    2.13	    2.07	    1.98
02/08/1994	    2.07	    2.00	    2.06	    1.98
02/09/1994	    2.06	    2.00	    2.00	    1.98
02/10/1994	    2.00	    2.00	    1.98	    1.98
02/11/1994	    1.98	    1.97	    1.97	    1.98
02/12/1994	    1.97	    1.97	    1.97	    1.97
02/13/1994	    2.01	    1.97	    1.97	    2.00
02/14/1994	    2.05	    2.04	    2.01	    2.02
02/15/1994	    2.04	    2.04	    2.04	    2.04
02/16/1994	    2.10	    2.04	    2.04	    2.07
02/17/1994	    2.12	    2.12	    2.10	    2.10
02/18/1994	    3.47	    2.12	    2.12	    2.13
02/19/1994	 3780.00	    2.12	    3.47	    2.16
02/20/1994	  270.00	    6.10	   20.00	    2.19
02/21/1994	   20.00	    6.10	    6.10	    2.22
02/22/1994	    6.10	    6.10	    2.86	    2.25
02/23/1994	    2.86	    2.69	    2.78	    2.28
02/24/1994	    2.78	    2.69	    2.69	    2.31
02/25/1994	    2.69	    2.69	    2.50	    2.34
02/26/1994	    2.50	    2.41	    2.41	    2.38
02/27/1994	    2.41	    2.41	    2.41	    2.41
02/28/1994	    2.48	    2.41	    2.41	    2.48
03/01/1994	    2.54	    2.54	    2.48	    2.54
03/02/1994	    2.67	    2.54	    2.54	    2.67
03/03/1994	    3.76	    2.54	    2.67	    3.23
03/04/1994	 1863.89	   83.15	    3.76	    3.47
03/05/1994	  383.05	   83.15	   83.15	    3.74
03/06/1994	   83.15	   83.15	   25.00	    4.02
03/07/1994	   25.00	   11.90	   15.77	    4.33
03/08/1994	   15.77	   11.90	   11.90	    4.66
03/09/1994	   11.90	   11.90	    9.66	    5.01
03/10/1994	    9.66	    8.51	    8.65	    5.39
03/11/1994	    8.65	    8.51	    8.51	    5.80
03/12/1994	    8.51	    8.51	    7.69	    6.24
03/13/1994	    7.69	    7.23	    7.23	    6.72
03/14/1994	    7.23	    7.23	    7.23	    7.23
03/15/1994	    7.23	    7.23	    6.39	    6.69
03/16/1994	    6.39	    5.32	    5.60	    6.20
03/17/1994	    5.60	    5.32	    5.32	    5.60
03/18/1994	    5.32	    5.32	    4.86	    5.32
03/19/1994	    4.86	    4.56	    4.56	    4.86
03/20/1994	    4.56	    4.56	    4.56	    4.56
03/21/1994	    9.60	    4.56	    4.31	    4.17
03/22/1994	    4.31	    3.42	    3.78	    3.82
03/23/1994	    3.78	    3.42	    3.42	    3.50
03/24/1994	    3.42	    3.42	    2.83	    3.20
03/25/1994	    2.83	    2.59	    2.69	    2.83
03/26/1994	    2.69	    2.59	    2.59	    2.69
03/27/1994	    2.59	    2.59	    2.38	    2.46
03/28/1994	    2.38	    1.84	    2.12	    2.25
03/29/1994	    2.12	    1.84	    1.84	    2.06
03/30/1994	    1.84	    1.84	    1.69	    1.84
03/31/1994	    1.69	    1.46	    1.57	    1.69
04/01/1994	    1.57	    1.46	    1.46	    1.57
04/02/1994	    1.46	    1.46	    1.30	    1.45
04/03/1994	    1.30	    1.21	    1.21	    1.30
04/04/1994	    1.21	    1.21	    1.21	    1.21
04/05/1994	    1.22	    1.21	    1.06	    1.11
04/06/1994	    1.06	    0.89	    0.95	    1.02
04/07/1994	    0.95	    0.89	    0.89	    0.94
04/08/1994	    0.89	    0.89	    0.83	    0.86
04/09/1994	    0.83	    0.66	    0.76	    0.79
04/10/1994	    0.76	    0.66	    0.66	    0.72
04/11/1994	    0.66	    0.66	    0.66	    0.66
04/12/1994	    5.40	    1.15	    0.66	    0.79
04/13/1994	    6.80	    1.15	    1.15	    0.95
04/14/1994	    1.15	    1.15	    1.15	    1.15
04/15/1994	    8.20	    1.34	    1.15	    1.21
04/16/1994	    1.38	    1.34	    1.34	    1.27
04/17/1994	    1.34	    1.34	    1.34	    1.34
04/18/1994	    1.47	    1.47	    1.34	    1.40
04/19/1994	    1.53	    1.47	    1.47	    1.46
04/20/1994	    1.53	    1.47	    1.53	    1.53
04/21/1994	    1.78	    1.78	    1.53	    1.78
04/22/1994	    1.94	    1.78	    1.78	    1.94
04/23/1994	    2.11	    1.78	    1.94	    2.11
04/24/1994	    2.57	    2.57	    2.11	    2.57
04/25/1994	    3.35	    2.57	    2.57	    3.27
04/26/1994	   71.00	    2.57	    3.35	    3.81
04/27/1994	    4.44	    4.44	    4.44	    4.44
04/28/1994	    4.45	    4.44	    4.44	    4.40
04/29/1994	    4.78	    4.44	    4.45	    4.36
04/30/1994	    5.36	    4.67	    4.78	    4.33
05/01/1994	    5.84	    4.67	    4.67	    4.29
05/02/1994	    4.67	    4.67	    4.19	    4.26
05/03/1994	    4.19	    4.14	    4.17	    4.19
05/04/1994	    4.17	    4.14	    4.14	    4.17
05/05/1994	    4.14	    4.14	    4.12	    4.14
05/06/1994	    4.12	    4.12	    4.12	    4.12
05/07/1994	    4.35	    4.12	    4.12	    3.98
05/08/1994	    4.18	    4.12	    3.77	    3.85
05/09/1994	    3.77	    3.37	    3.42	    3.72
05/10/1994	    3.42	    3.37	    3.37	    3.42
05/11/1994	    3.37	    3.37	    3.35	    3.37
05/12/1994	    3.35	    3.24	    3.24	    3.35
05/13/1994	    3.24	    3.24	    3.24	    3.24
05/14/1994	    3.26	    3.24	    3.24	    3.16
05/15/1994	    3.56	    2.88	    2.94	    3.09
05/16/1994	    2.94	    2.88	    2.88	    2.94
05/17/1994	    2.88	    2.88	    2.86	    2.88
05/18/1994	    2.86	    2.81	    2.81	    2.86
05/19/1994	    2.81	    2.81	    2.81	    2.81
05/20/1994	    2.99	    2.81	    2.81	    2.89
05/21/1994	    2.97	    2.97	    2.97	    2.97
05/22/1994	    3.05	    2.97	    2.97	    3.05
05/23/1994	    4.47	    2.97	    3.05	    3.68
05/24/1994	    7.00	    4.57	    4.47	    4.10
05/25/1994	    4.57	    4.57	    4.57	    4.57
05/26/1994	    4.79	    4.57	    4.09	    4.33
05/27/1994	    4.09	    3.90	    3.90	    4.09
05/28/1994	    3.90	    3.90	    3.90	    3.90
05/29/1994	    3.98	    3.90	    3.90	    3.86
05/30/1994	    4.19	    3.74	    3.98	    3.82
05/31/1994	    4.12	    3.74	    3.74	    3.78
06/01/1994	    3.74	    3.74	    3.74	    3.74
06/02/1994	    3.85	    3.67	    3.67	    3.70
06/03/1994	    3.67	    3.67	    3.67	    3.67
06/04/1994	    3.80	    3.67	    3.67	    3.72
06/05/1994	    3.84	    3.82	    3.80	    3.77
06/06/1994	    3.82	    3.82	    3.82	    3.82
06/07/1994	    4.29	    3.82	    3.82	    3.84
06/08/1994	    4.39	    3.89	    3.89	    3.87
06/09/1994	    3.89	    3.89	    3.89	    3.89
06/10/1994	    4.15	    3.89	    3.89	    4.09
06/11/1994	    4.74	    4.51	    4.15	    4.29
06/12/1994	    4.51	    4.51	    4.51	    4.51
06/13/1994	    6.40	    4.51	    4.51	    4.34
06/14/1994	    5.04	    3.99	    4.34	    4.17
06/15/1994	    4.34	    3.99	    3.99	    4.01
06/16/1994	    3.99	    3.99	    3.71	    3.86
06/17/1994	    3.71	    3.71	    3.71	    3.71
06/18/1994	    3.77	    3.71	    3.71	    3.77
06/19/1994	    3.80	    3.71	    3.77	    3.80
06/20/1994	   57.18	    6.07	    3.80	    4.99
06/21/1994	   10.84	    6.07	    6.07	    5.50
06/22/1994	    6.07	    6.07	    6.07	    6.07
06/23/1994	  266.58	   19.61	    6.07	    5.78
06/24/1994	  225.89	   19.61	   19.61	    5.51
06/25/1994	   19.61	   19.61	   11.94	    5.24
06/26/1994	   11.94	    5.63	    7.95	    4.99
06/27/1994	    7.95	    5.63	    5.63	    4.75
06/28/1994	    5.63	    5.63	    4.87	    4.52
06/29/1994	    4.87	    4.20	    4.42	    4.31
06/30/1994	    4.42	    4.20	    4.20	    4.10
07/01/1994	    4.20	    4.20	    3.77	    3.90
07/02/1994	    3.77	    3.54	    3.54	    3.72
07/03/1994	    3.54	    3.54	    3.54	    3.54
07/04/1994	  291.13	    3.54	    3.54	    5.19
07/05/1994	  105.27	   16.44	   21.45	    7.63
07/06/1994	   21.45	   16.44	   16.44	   11.20
07/07/1994	   16.44	   16.44	   16.44	   16.44
07/08/1994	   57.00	    9.33	   16.44	   13.07
07/09/1994	   16.75	    9.33	    9.33	   10.40
07/10/1994	    9.33	    9.33	    6.50	    8.27
07/11/1994	    6.50	    5.23	    5.23	    6.50
07/12/1994	    5.23	    5.23	    5.23	    5.23
07/13/1994	    6.03	    5.23	    5.23	    5.37
07/14/1994	  133.88	   11.75	    6.03	    5.52
07/15/1994	   17.47	   11.75	   11.75	    5.67
07/16/1994	   11.75	   11.75	   10.01	    5.83
07/17/1994	   10.01	    6.32	    7.69	    5.98
07/18/1994	    7.69	    6.32	    6.32	    6.15
07/19/1994	    6.32	    6.32	    6.32	    6.32
07/20/1994	  225.51	    7.06	    6.32	    5.86
07/21/1994	   10.22	    7.06	    7.06	    5.43
07/22/1994	    7.06	    7.06	    5.05	    5.04
07/23/1994	    5.05	    2.91	    3.73	    4.67
07/24/1994	    3.73	    2.91	    2.91	    3.73
07/25/1994	    2.91	    2.91	    2.75	    2.91
07/26/1994	    2.75	    2.60	    2.68	    2.75
07/27/1994	    2.68	    2.60	    2.60	    2.68
07/28/1994	    2.60	    2.60	    2.49	    2.60
